
                        S T E P       1


                                INCREMENT     1


 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set SOLIDMATERIALELEMENTGEOMETRY2D and time  0.1000000E+01
       282   8  2.744512E+01  1.504706E+00  4.948305E-03  4.326035E-01  5.971773E-03  5.971773E-03 _shell_0000000282   
       283   1  2.798726E+01  1.637438E+00  1.431289E-01  1.010832E+00 -2.032545E-03  2.032544E-03 _shell_0000000283   
       283   2  2.613329E+01  1.631340E+00  7.438030E-02  1.010831E+00  2.032543E-03  2.032544E-03 _shell_0000000283   
       283   3  2.798116E+01  1.118945E+00 -3.529647E-02  1.010831E+00 -2.032543E-03 -2.032544E-03 _shell_0000000283   
       283   4  2.613938E+01  1.125043E+00 -7.558942E-02  1.010831E+00  2.032545E-03 -2.032544E-03 _shell_0000000283   
       283   5  2.798726E+01  1.637438E+00  1.431289E-01  1.010832E+00  2.032545E-03 -2.032544E-03 _shell_0000000283   
       283   6  2.613329E+01  1.631340E+00  7.438030E-02  1.010831E+00 -2.032543E-03 -2.032544E-03 _shell_0000000283   
       283   7  2.798116E+01  1.118945E+00 -3.529647E-02  1.010831E+00  2.032543E-03  2.032544E-03 _shell_0000000283   
       283   8  2.613938E+01  1.125043E+00 -7.558942E-02  1.010831E+00 -2.032545E-03  2.032544E-03 _shell_0000000283   
       284   1  2.520429E+01  1.034997E+00 -8.500805E-02  7.759762E-01 -1.395779E-02  1.395779E-02 _shell_0000000284   
       284   2  2.453565E+01  9.931234E-01  2.730142E-02  7.759761E-01  1.395778E-02  1.395779E-02 _shell_0000000284   
       284   3  2.516241E+01  1.501104E+00  1.032212E-01  7.759761E-01 -1.395778E-02 -1.395778E-02 _shell_0000000284   
       284   4  2.457752E+01  1.542977E+00  4.109398E-01  7.759760E-01  1.395779E-02 -1.395779E-02 _shell_0000000284   
       284   5  2.520429E+01  1.034997E+00 -8.500805E-02  7.759762E-01  1.395779E-02 -1.395779E-02 _shell_0000000284   
       284   6  2.453565E+01  9.931234E-01  2.730142E-02  7.759761E-01 -1.395778E-02 -1.395779E-02 _shell_0000000284   
       284   7  2.516241E+01  1.501104E+00  1.032212E-01  7.759761E-01  1.395778E-02  1.395778E-02 _shell_0000000284   
       284   8  2.457752E+01  1.542977E+00  4.109398E-01  7.759760E-01 -1.395779E-02  1.395779E-02 _shell_0000000284   
       285   1  2.362088E+01  1.485747E+00  2.602171E-01  5.803567E-01 -2.385026E-02  2.385026E-02 _shell_0000000285   
       285   2  2.098668E+01  1.414196E+00 -5.674932E-01  5.803567E-01  2.385026E-02  2.385026E-02 _shell_0000000285   
       285   3  2.354933E+01  1.836767E+00 -7.179332E-02  5.803567E-01 -2.385026E-02 -2.385026E-02 _shell_0000000285   
       285   4  2.105823E+01  1.908318E+00 -5.656000E-01  5.803567E-01  2.385026E-02 -2.385026E-02 _shell_0000000285   
       285   5  2.362088E+01  1.485747E+00  2.602171E-01  5.803567E-01  2.385026E-02 -2.385026E-02 _shell_0000000285   
       285   6  2.098668E+01  1.414196E+00 -5.674932E-01  5.803567E-01 -2.385026E-02 -2.385026E-02 _shell_0000000285   
       285   7  2.354933E+01  1.836767E+00 -7.179332E-02  5.803567E-01  2.385026E-02  2.385026E-02 _shell_0000000285   
       285   8  2.105823E+01  1.908318E+00 -5.656000E-01  5.803567E-01 -2.385026E-02  2.385026E-02 _shell_0000000285   
       286   1  2.479426E+01  1.326917E+00 -1.133211E-01  1.660994E+00  2.804430E-03  2.804430E-03 _shell_0000000286   
       286   2  2.478585E+01  2.645765E+00  3.602182E-01  1.660994E+00  2.804431E-03 -2.804431E-03 _shell_0000000286   
       286   3  2.498662E+01  1.318504E+00  2.248675E-01  1.660994E+00 -2.804431E-03  2.804431E-03 _shell_0000000286   
       286   4  2.499503E+01  2.654179E+00  7.376687E-01  1.660994E+00 -2.804430E-03 -2.804430E-03 _shell_0000000286   
       286   5  2.479426E+01  1.326917E+00 -1.133211E-01  1.660994E+00 -2.804430E-03 -2.804430E-03 _shell_0000000286   
       286   6  2.478585E+01  2.645765E+00  3.602182E-01  1.660994E+00 -2.804431E-03  2.804431E-03 _shell_0000000286   
